;;;;Male;;;;;;;;;;;;;;;;;;;;;;;;Female;;;;;;;;;;;;;;;;;;;;;;;;No data provided;;;;;;;;;;;;;;;;;;;;;;;;Total;;;;;;;;;;;;;;;;;;;;;;;
;;;;under 15 years;;15 to under 18 years;;18 to under 21 years;;21 to under 25 years;;25 to under 35 years;;35 to under 45 years;;45 to under 55 years;;55 to under 65 years;;65 to under 75 years;;75 years and over;;age unknown;;Total;;under 15 years;;15 to under 18 years;;18 to under 21 years;;21 to under 25 years;;25 to under 35 years;;35 to under 45 years;;45 to under 55 years;;55 to under 65 years;;65 to under 75 years;;75 years and over;;age unknown;;Total;;under 15 years;;15 to under 18 years;;18 to under 21 years;;21 to under 25 years;;25 to under 35 years;;35 to under 45 years;;45 to under 55 years;;55 to under 65 years;;65 to under 75 years;;75 years and over;;age unknown;;Total;;under 15 years;;15 to under 18 years;;18 to under 21 years;;21 to under 25 years;;25 to under 35 years;;35 to under 45 years;;45 to under 55 years;;55 to under 65 years;;65 to under 75 years;;75 years and over;;age unknown;;Total;
;;;Total;1;e;-;;-;;-;;-;;3;e;4;e;5;e;1;e;-;;-;;14;e;-;;-;;-;;-;;1;e;-;;1;e;-;;-;;-;;-;;2;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;1;e;3;e;5;e;5;e;1;e;-;;-;;16;e
;;Total;Persons killed;-;;-;;-;;-;;-;;1;e;2;e;2;e;1;e;-;;-;;6;e;-;;-;;-;;-;;-;;1;e;-;;1;e;1;e;1;e;-;;4;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;2;e;2;e;3;e;2;e;1;e;-;;10;e
;;;Persons seriously injured;3;e;-;;2;e;5;e;9;e;11;e;16;e;10;e;6;e;8;e;-;;70;e;11;e;-;;2;e;4;e;3;e;1;e;9;e;3;e;7;e;23;e;1;e;64;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;14;e;-;;4;e;9;e;12;e;12;e;25;e;13;e;13;e;31;e;1;e;134;e
;;;Persons slightly injured;25;e;6;e;12;e;10;e;46;e;54;e;60;e;42;e;3;e;15;e;4;e;277;e;36;e;13;e;19;e;14;e;36;e;29;e;35;e;25;e;22;e;42;e;2;e;273;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;1;e;61;e;19;e;31;e;24;e;82;e;83;e;95;e;67;e;25;e;57;e;7;e;551;e
;;;Total;28;e;6;e;14;e;15;e;55;e;66;e;78;e;54;e;10;e;23;e;4;e;353;e;47;e;13;e;21;e;18;e;39;e;31;e;44;e;29;e;30;e;66;e;3;e;341;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;1;e;75;e;19;e;35;e;33;e;94;e;97;e;122;e;83;e;40;e;89;e;8;e;695;e
;Total;Inside built-up areas;Persons killed;20;e;17;e;25;e;32;e;48;e;43;e;74;e;71;e;80;e;210;e;-;;620;e;8;e;6;e;7;e;10;e;10;e;13;e;22;e;37;e;52;e;175;e;-;;340;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;28;e;23;e;32;e;42;e;58;e;56;e;96;e;108;e;132;e;385;e;-;;960;e
;;;Persons seriously injured;1901;e;1295;e;1210;e;1228;e;2681;e;2329;e;3355;e;2889;e;1866;e;2303;e;63;e;21120;e;1181;e;686;e;711;e;750;e;1527;e;1199;e;2006;e;2080;e;1612;e;2569;e;33;e;14354;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;8;e;8;e;3082;e;1981;e;1921;e;1978;e;4208;e;3528;e;5361;e;4969;e;3478;e;4872;e;104;e;35482;e
;;;Persons slightly injured;10756;e;6967;e;8056;e;9111;e;20348;e;15417;e;18893;e;13056;e;7013;e;6476;e;491;e;116584;e;8169;e;4401;e;7137;e;8417;e;18519;e;14132;e;16836;e;11847;e;6856;e;6516;e;243;e;103073;e;-;;1;e;-;;1;e;2;e;-;;-;;2;e;-;;1;e;211;e;218;e;18925;e;11369;e;15193;e;17529;e;38869;e;29549;e;35729;e;24905;e;13869;e;12993;e;945;e;219875;e
;;;Total;12677;e;8279;e;9291;e;10371;e;23077;e;17789;e;22322;e;16016;e;8959;e;8989;e;554;e;138324;e;9358;e;5093;e;7855;e;9177;e;20056;e;15344;e;18864;e;13964;e;8520;e;9260;e;276;e;117767;e;-;;1;e;-;;1;e;2;e;-;;-;;2;e;-;;1;e;219;e;226;e;22035;e;13373;e;17146;e;19549;e;43135;e;33133;e;41186;e;29982;e;17479;e;18250;e;1049;e;256317;e
;;Outside built-up areas (excl. motorways/freeways);Persons killed;14;e;40;e;103;e;134;e;217;e;158;e;238;e;184;e;123;e;203;e;3;e;1417;e;12;e;14;e;34;e;31;e;41;e;29;e;69;e;65;e;63;e;78;e;-;;436;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;26;e;54;e;137;e;165;e;258;e;187;e;307;e;249;e;186;e;281;e;3;e;1853;e
;;;Persons seriously injured;484;e;927;e;1663;e;1537;e;2746;e;1926;e;2734;e;2233;e;1127;e;1105;e;35;e;16517;e;391;e;420;e;1026;e;857;e;1366;e;1037;e;1484;e;1210;e;741;e;777;e;14;e;9323;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;1;e;875;e;1347;e;2689;e;2394;e;4112;e;2963;e;4218;e;3443;e;1868;e;1882;e;50;e;25841;e
